City_Name,Longitude,Latitude,Overall_Rank,General_Fund_Reserves_Rank,Debt_Burden_Rank,Liquidity_Rank,Revenue_Trends_Rank,Pension_Obligations_Rank,Pension_Funding_Rank,Pension_Costs_Rank,Future_Pension_Costs_Rank,OPEB_Obligations_Rank,OPEB_Funding_Rank,Overall_Risk,General_Fund_Reserves_Risk,Debt_Burden_Risk,Liquidity_Risk,Revenue_Trends_Risk,Pension_Obligations_Risk,Pension_Funding_Risk,Pension_Costs_Risk,Future_Pension_Costs_Risk,OPEB_Obligations_Risk,OPEB_Funding_Risk,Overall_Points,General_Fund_Reserves_Points,Debt_Burden_Points,Liquidity_Points,Revenue_Trends_Points,Pension_Obligations_Points,Pension_Funding_Points,Pension_Costs_Points,Future_Pension_Costs_Points,OPEB_Obligations_Points,OPEB_Funding_Points,General_Fund_Reserves_Ratio,Debt_Burden_Ratio,Liquidity_Ratio,Revenue_Trends_Ratio,Pension_Obligations_Ratio,Pension_Funding_Ratio,Pension_Costs_Ratio,Future_Pension_Costs_Ratio,OPEB_Obligations_Ratio,OPEB_Funding_Ratio,Population,Unemployment_rate,General_Fund_Cash_and_Investments,General_Fund_Liabilities,Primary_Government_Long_Term_Obligations_Excluding_Retirement_Obligations,Government_Wide_Revenue,Change_GF_Unrestricted_Fund_Balances,GF_Unrestricted_Fund_Balances,GF_Expenditures_Transfers_Out,GF_Unrestricted_FB_PY_PY,GF_Unrestricted_FB_PY,GF_Unrestricted_FB_CY,GF_Rev_PY_PY,GF_Rev_PY,GF_Rev_CY,Net_Pension_Liability_or_Asset,Pension_Related_Debt,Pension_Assets,Accrued_Pension_Liabilities,Actuarially_Determined_Pension_Contributions,Projected_Pension_Contribution,Net_OPEB_Liability_or_Asset
Capitola,-121.954057,36.9762927,130,140,309,58,49,81,116,91,57,74,187,Moderate,MODERATE,LOW,LOW,HIGH,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,63.18,14.05,15,10,2.38,3.92,3.55,2.5,0.83,10,0.95,0.4,0.12,8.29,-0.01,1.01,0.71,0.09,0.15,0.07,0.19,9959,0.021,6515231,785728,2839798,23984593,-0.02,6388222,16040574,6696684,6970855,6388222,15715446,16346923,15478134,24148410,0,62740548,88852054,2112525,3655565,1572208
Carlsbad,-117.3505966,33.1580933,371,309,309,58,238,234,322,149,182,74,310,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,89.82,30,15,10,3.13,8.08,3.9,3.06,2.5,10,4.15,0.87,0.1,17.33,0.05,0.49,0.78,0.07,0.09,0.01,0.83,115599,0.082,139772454,8064363,29802947,303339439,0.06,141854418,163872626,127425622,136068537,141854418,155643413,174177822,169118289,150140071,0,584045500,750518962,20957188,28447984,3096275
Carmel-by-the-Sea,-121.923278,36.5552656,128,172,266,58,34,68,116,91,41,74,1,Moderate,LOW,LOW,LOW,HIGH,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,62.7,16.15,14.33,10,2.25,3.36,3.55,2.5,0.56,10,0,0.44,0.28,8.89,-0.02,1.08,0.71,0.09,0.16,0.21,0,3744,0.001,8592380,966829,6211571,21905612,0.06,8758147,19812612,8006394,9250129,8758147,19367073,20881206,18414344,21666416,1980000,59986191,84330102,1864910,3450861,4640704
Carpinteria,-119.5184564,34.3988838,271,202,309,58,410,282,116,316,263,74,1,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,77.96,17.99,15,10,4.88,9.04,3.55,4.17,3.33,10,0,0.53,0.01,7.65,0.19,0.37,0.71,0.03,0.06,0.07,0,13228,0.072,9806810,1281900,137931,21966865,-0.08,6618914,12391131,7821728,7401247,6618914,9840036,11270950,13814008,8100834,0,21934833,30686267,695301,1233195,1641483
Carson,-101.3353895,35.3636563,71,61,271,58,27,1,402,91,355,32,206,Moderate,MODERATE,LOW,LOW,HIGH,HIGH,LOW,MODERATE,LOW,LOW,HIGH,56.05,7.96,14.41,10,2.13,0,5,2.5,4.17,8.48,1.4,0.21,0.27,3.18,-0.03,1.87,1,0.09,0.03,0.44,0.28,89860,0.136,51008200,16028038,30673226,112528256,0.12,42659668,201966869,34729533,44174317,42659668,94502017,92808515,88765831,102298823,108020000,312592424,313342021,9737198,3870617,49699794
Cathedral City,-116.4668748,33.8237241,55,192,13,58,302,234,341,189,161,6,1,Moderate,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,53.57,17.07,1.17,10,3.38,8.08,4,3.33,2.22,4.32,0,0.47,1.86,6.48,0.07,0.49,0.8,0.06,0.1,0.96,0,55678,0.115,19186204,2959130,141985779,76471277,0.05,24904138,52662022,22906359,26699817,24904138,43631020,50551486,48993861,37556227,0,163598826,204502373,4773538,7567170,73734143
Ceres,-120.9577,37.5949,157,90,283,29,329,202,294,123,326,74,325,Moderate,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,LOW,66.28,10.13,14.58,5.4,3.5,7.36,3.85,2.78,3.68,10,5,0.27,0.25,1.08,0.08,0.58,0.77,0.08,NA,NA,NA,48603,0.115,7659346,7109119,15707944,63172665,0.11,6368019,23722757,5236011,6444603,6368019,19853059,22668454,22809617,36593339,0,123429155,160297604,5036102,NA,NA
Cerritos,-118.0539323,33.8644291,353,309,309,58,73,151,160,123,161,74,325,Low,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,87.34,30,15,10,2.5,6.24,3.6,2.78,2.22,10,5,1.1,0.14,11.06,0,0.72,0.72,0.08,0.1,-0.04,1.08,48624,0.109,78361568,7084328,13390916,98299693,0.08,78046697,71256623,67543417,75458746,78046697,72956309,76571961,73097594,70842990,0,193981595,270984593,8159930,10224925,NA
Chico,-121.8374777,39.7284945,175,215,259,58,347,85,51,91,57,74,1,Moderate,LOW,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,67.55,18.95,14.16,10,3.63,4.08,3.4,2.5,0.83,10,0,0.48,0.3,11.23,0.09,0.99,0.68,0.09,0.15,0,0,102867,0.08,24349033,2168953,41874719,138957462,0.51,27601361,56985729,12060759,18388409,27601361,54023987,61187794,63886954,136939397,0,300786825,445436597,12802701,20347125,301589
Chino,-117.690075,34.0133561,36,1,309,9,109,337,380,316,327,74,1,Moderate,HIGH,LOW,HIGH,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,50.81,0,15,0.45,2.75,10,4.55,4.17,3.89,10,0,-0.09,0.07,0.09,0.02,0.12,0.91,0.03,0.04,0.09,0,92290,0.088,1108560,12619408,15408759,219669663,0.32,-7992130,84608521,-17564262,-9959177,-7992130,78771298,80341924,82015444,26048296,0,339794031,373716269,5944346,8997889,20016822
Chino Hills,-117.760056,33.9926803,370,309,295,58,109,321,341,230,407,74,1,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,89.62,30,14.74,10,2.75,9.68,4,3.61,4.84,10,0,0.96,0.23,9.4,0.02,0.29,0.8,0.05,NA,0.04,0,84586,0.073,50111111,5328332,26689508,116564320,0.04,42196277,43836659,39218994,39332885,42196277,45682963,49618478,46487081,33764828,0,131830209,165595037,6286146,NA,4499837
Chowchilla,-120.2601754,37.1229997,278,309,18,58,34,191,389,316,327,74,325,Low,LOW,HIGH,LOW,HIGH,MODERATE,LOW,LOW,LOW,LOW,LOW,79.03,30,1.67,10,2.25,7.2,4.85,4.17,3.89,10,5,0.76,1.8,17.97,-0.02,0.6,0.97,0.03,0.04,NA,NA,18153,0.085,3741750,208271,33005312,18318986,0.07,4921743,6433856,4279571,4378996,4921743,6940022,7086112,6704610,579267,10500000,37961760,39253516,523962,725377,NA
Chula Vista,-117.084195,32.6400541,151,187,163,58,376,117,94,91,94,74,1,Moderate,LOW,MODERATE,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,65.55,16.88,12.16,10,4,5.12,3.5,2.5,1.39,10,0,0.47,0.54,7.35,0.12,0.86,0.7,0.09,0.13,0.06,0,272979,0.104,95567467,13006021,211284090,390392795,0.02,103233578,221383676,100527166,111296351,103233578,163447802,188123053,202271726,334945720,0,812649940,1164615134,35532070,52484918,25079014
Citrus Heights,-121.2810611,38.7071247,120,42,309,26,238,303,349,149,161,74,324,Moderate,HIGH,LOW,HIGH,MODERATE,LOW,LOW,MODERATE,HIGH,LOW,LOW,62.28,5.81,15,4.7,3.13,9.36,4.05,3.06,2.22,10,4.95,0.16,0.15,0.94,0.05,0.33,0.81,0.07,0.1,0,0.99,87691,0.09,2153256,2295328,7439143,48059304,0.05,4977581,31536106,4873439,6395043,4977581,28637422,30635562,31120231,16027344,0,80378991,98900408,3202051,4776238,29171
Claremont,-117.7197785,34.0966764,17,68,246,1,153,47,94,40,41,74,1,Moderate,MODERATE,LOW,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,44.05,8.62,13.91,0,2.88,2.64,3.5,1.94,0.56,10,0,0.24,0.33,0,0.03,1.17,0.7,0.11,0.16,0.05,0,35096,0.091,1870,1622374,16108332,49099146,0.03,6396251,27043625,6112602,6223742,6396251,26050742,27108571,27356511,54145725,3370000,128501827,184427178,5390227,7612417,2213131
Clayton,-121.9358,37.9416,332,309,309,58,269,207,294,149,161,74,1,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,84.82,30,15,10,3.25,7.44,3.85,3.06,2.22,10,0,1.31,0.02,23.24,0.06,0.57,0.77,0.07,0.1,0.06,0,11527,0.053,5923843,254846,147694,8609891,0.04,6064407,4620844,5584681,5439913,6064407,4371874,4700951,4905579,4874908,0,17366184,22692599,577734,839978,535900
Cloverdale,-123.0178759,38.8064632,275,288,232,58,196,200,160,149,182,74,1,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,78.76,25.66,13.66,10,3,7.28,3.6,3.06,2.5,10,0,0.65,0.36,4.51,0.04,0.59,0.72,0.07,0.09,0.22,0,8803,0.041,4918747,1090705,6250805,17319678,0.32,5029020,7691152,2925955,4325442,5029020,6989363,7408815,7492611,10207335,0,28175113,39131452,1215321,1537507,3735599
Clovis,-119.7029,36.8252,108,70,89,58,196,158,36,189,107,74,325,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,LOW,60.89,8.81,9.33,10,3,6.4,3.35,3.33,1.67,10,5,0.24,0.88,10.24,0.04,0.7,0.67,0.06,0.12,NA,NA,117662,0.08,18867248,1841874,184011417,208384901,0.06,17862250,75788853,16042238,17945151,17862250,70732577,74002091,76102619,145301576,0,317667860,476366871,11961820,24096456,NA
Coachella,-116.1342347,33.67114675,141,124,61,58,109,309,194,271,296,74,1,Moderate,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,64.67,12.75,8.58,10,2.75,9.44,3.65,3.89,3.61,10,0,0.34,0.97,2.09,0.02,0.32,0.73,0.04,0.05,0.1,0,46564,0.158,10057146,4822767,50860394,52186849,0.1,8284935,24195286,7052413,6470026,8284935,21775038,22922260,22767851,16894093,0,49011701,67131862,1950506,2667590,5349672
Colfax,-120.953,39.1007,383,309,75,58,329,337,369,388,392,74,325,Low,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,91.2,30,8.91,10,3.5,10,4.35,4.72,4.72,10,5,1.04,0.93,11.15,0.08,0.01,0.87,0.01,0.01,NA,NA,2009,0.128,3060443,274578,8268871,8853757,0.34,2573758,2481798,1477886,2280556,2573758,2378545,2616933,2757616,117142,0,956924,1102652,63773,80691,NA
Colma,-122.459603,37.6766821,270,309,241,58,9,207,294,40,130,13,196,Low,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,77.94,30,13.83,10,1.5,7.44,3.85,1.94,1.94,6.24,1.2,1.5,0.34,30.62,-0.08,0.57,0.77,0.11,0.11,0.72,0.24,1689,NA,29596617,966539,6029277,17733048,-0.01,23833432,15877075,24456213,25182278,23833432,18745552,18394615,15904635,10094682,0,36811446,47798727,1889929,1888863,12704842
Colton,-117.3136547,34.0739016,221,288,156,58,153,94,70,149,130,58,1,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,72.99,25.66,12,10,2.88,4.4,3.45,3.06,1.94,9.6,0,0.65,0.56,15.48,0.03,0.95,0.69,0.07,0.11,0.3,0,54661,0.099,24142458,1559257,74547235,133805837,0.32,26310324,40412273,15170133,20999736,26310324,31354198,33684181,33486678,105126972,21962434,255543610,367827129,9369761,15379725,39888443
Colusa,-122.2209563,39.1465578,262,309,29,58,238,170,94,354,161,74,286,Low,LOW,HIGH,LOW,MODERATE,MODERATE,HIGH,LOW,HIGH,LOW,HIGH,76.83,30,3.67,10,3.13,6.72,3.5,4.44,2.22,10,3.15,0.84,1.56,22.82,0.05,0.66,0.7,0.02,0.1,0.09,0.63,6098,0.11,2395292,104979,16804865,10760482,0.11,2954706,3528420,2422603,2607988,2954706,3497128,3614526,3875138,7118762,0,18146513,25807244,216655,1098379,1013748
Commerce,-118.1541961,34.003218,207,211,309,58,12,255,160,271,263,11,156,Moderate,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,71.01,18.63,15,10,1.75,8.64,3.6,3.89,3.33,5.92,0.25,0.59,0.17,6.36,-0.06,0.42,0.72,0.04,0.06,0.76,0.05,12450,0.128,29763085,4678417,13075952,78429197,-0.19,39498623,67288921,59647840,53018952,39498623,65655108,69544519,57816973,32564886,0,87618126,121994902,3024399,5096464,59938328
Compton,-118.226624,33.894927,1,1,1,1,1,1,1,1,1,1,1,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93967,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Concord,-122.0311,37.9779,64,87,251,47,153,42,5,27,57,74,249,Moderate,MODERATE,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,55.28,9.81,13.99,8.25,2.88,2.4,3.15,1.67,0.83,10,2.3,0.27,0.32,1.65,0.03,1.2,0.63,0.12,0.15,0.2,0.46,128544,0.087,40524634,24578300,56621332,178624809,0.05,31012678,114320598,29008546,34208355,31012678,107044203,111628890,113107282,214777893,0,380210998,606315172,21003213,27124069,35655448
Corcoran,-119.5603728,36.0981045,340,304,53,58,413,273,226,230,263,74,325,Low,LOW,HIGH,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,85.6,28.42,7.66,10,5,8.88,3.7,3.61,3.33,10,5,0.72,1.08,13.02,0.3,0.39,0.74,0.05,0.06,NA,NA,21798,0.19,5410083,415663,23773222,22082521,0.59,5072489,7022238,2027150,2908561,5072489,5401590,7790679,8987149,8634610,0,26442314,35771571,1110159,1430851,NA
Corning,-122.1794,39.9274,250,220,127,58,238,185,194,316,182,74,325,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,75.74,19.34,10.91,10,3.13,7.04,3.65,4.17,2.5,10,5,0.49,0.69,49.14,0.05,0.62,0.73,0.03,0.09,NA,NA,7625,0.104,3514890,71523,8818489,12834400,0.34,3099365,6284633,1748527,2457288,3099365,6296797,6947017,6926710,7009923,955942,21194957,28922412,378926,1200346,NA
Corona,-117.566444,33.8752945,292,309,214,58,34,137,70,91,130,64,216,Low,LOW,MODERATE,LOW,HIGH,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,80.72,30,13.33,10,2.25,5.92,3.45,2.5,1.94,9.68,1.65,0.76,0.4,5.68,-0.02,0.76,0.69,0.09,0.11,0.29,0.33,170996,0.082,93166926,16406807,134244827,331644880,0.17,104436867,136871133,77102894,95394308,104436867,145172129,147558288,139866139,253468550,0,593120854,854290304,28546000,37160388,95178856
Coronado,-117.1766947,32.6915199,341,309,309,58,81,175,294,123,107,74,275,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,85.76,30,15,10,2.63,6.88,3.85,2.78,1.67,10,2.95,1.55,0.12,32.3,0.01,0.64,0.77,0.08,0.12,0.02,0.59,22647,0.062,115841499,3586425,9677641,78950659,0.12,87327885,56440495,72094218,67371948,87327885,60356238,63729845,60381139,50333389,0,184628921,239231674,6232380,9801443,1968781
Corte Madera,-122.527475,37.9254806,256,233,266,58,238,188,116,230,208,74,216,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,76.48,20.31,14.33,10,3.13,7.12,3.55,3.61,2.78,10,1.65,0.52,0.28,16.27,0.05,0.61,0.71,0.05,0.08,0.18,0.33,9833,0.096,14226699,874582,9277706,32838101,0.18,14226714,27551953,11122829,16411035,14226714,23185991,27401233,25072737,19897298,0,51411305,72768374,1712345,2624172,5847000
Costa Mesa,-117.903317,33.6633386,52,138,246,58,269,1,3,1,1,43,1,Moderate,MODERATE,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,53.07,13.85,13.91,10,3.25,0,3.1,0,0,8.96,0,0.39,0.33,7.18,0.06,1.95,0.62,0.18,0.26,0.38,0,112366,0.081,44734647,6233264,51242610,156496772,0,53101479,137432867,53185562,53016304,53101479,124030214,143753298,136450036,304665311,0,523201954,837996976,27915835,40739609,58917480
Cotati,-122.706844,38.3266798,335,309,309,58,376,175,160,149,182,74,1,Low,LOW,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,85.04,30,15,10,4,6.88,3.6,3.06,2.5,10,0,0.79,0.05,33.1,0.12,0.64,0.72,0.07,0.09,0.02,0,7453,0.08,5481527,165628,825137,16265469,0.14,7208516,9067912,5686944,7199078,7208516,7188323,8868707,8949085,10466093,0,27491036,38332712,1144938,1480956,276582
Covina,-117.8891164,34.0877926,83,100,138,58,329,94,70,123,57,74,164,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,57.77,11.05,11.41,10,3.5,4.4,3.45,2.78,0.83,10,0.35,0.28,0.63,2.88,0.08,0.95,0.69,0.08,0.15,0.1,0.07,47259,0.133,6458972,2246553,42924104,68258656,0.47,11222826,40252773,5270236,7024627,11222826,38364088,39974630,44350456,65092733,0,157828848,228585009,5553673,9948041,6806716
Crescent City,-124.1966461,41.7538193,19,57,10,31,49,211,94,189,182,74,239,Moderate,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,44.74,7.46,0.5,5.45,2.38,7.52,3.5,3.33,2.5,10,2.1,0.22,1.94,1.09,-0.01,0.56,0.7,0.06,0.09,0.04,0.42,6834,0.085,1804251,1656312,37100407,19107467,-0.08,1423859,6584332,2012926,2588621,1423859,5327861,5657208,5226913,10608990,0,26882027,38195420,1108169,1627987,833869
Culver City,-118.396466,34.0211224,194,273,276,58,81,37,24,27,1,51,244,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,69.43,23.86,14.49,10,2.63,1.92,3.3,1.67,0,9.36,2.2,0.65,0.26,9.31,0.01,1.26,0.66,0.12,0.18,0.33,0.44,38471,0.108,78116279,8394777,51867156,198722283,0.07,75484756,116304982,66499189,69718296,75484756,115731351,119704547,117481275,249569658,0,499096180,761520891,23726934,36046755,65206728
Cupertino,-122.0322895,37.3228934,315,248,262,58,347,273,51,271,263,74,319,Low,LOW,LOW,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,LOW,83.73,21.66,14.24,10,3.63,8.88,3.4,3.89,3.33,10,4.7,0.59,0.29,4.36,0.09,0.39,0.68,0.04,0.06,0.02,0.94,58598,0.049,75901789,17411104,34048310,118914506,0.06,56731715,95481418,50790986,48998727,56731715,85106536,88788444,101052646,46098530,0,104091940,152604961,5308577,6757029,1968000
Cypress,-118.0399368,33.8248235,233,275,309,58,269,94,194,91,57,74,1,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,73.71,24.08,15,10,3.25,4.4,3.65,2.5,0.83,10,0,0.61,0.07,8.58,0.06,0.95,0.73,0.09,0.15,0.21,0,48982,0.093,21755992,2535975,3399332,51589183,0.21,22899163,37572152,16030834,22286172,22899163,33158138,36691594,36511597,48981312,0,146870799,200221207,4823444,7654125,10617458
Daly City,-122.47267,37.6904826,215,275,309,58,302,59,194,40,33,72,192,Low,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,HIGH,LOW,HIGH,72.39,24.08,15,10,3.38,3.04,3.65,1.94,0.28,9.92,1.1,0.61,0.16,6.78,0.07,1.12,0.73,0.11,0.17,0.26,0.22,105868,0.096,61179231,9024670,26473059,168170983,0.27,55330667,91300562,34636736,46976288,55330667,84058262,91248759,95572401,172643553,15025000,519991941,708174124,17979392,27914399,44111626
Dana Point,-117.6981075,33.4669721,242,150,309,58,49,337,341,354,355,74,1,Low,MODERATE,LOW,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,HIGH,74.75,14.76,15,10,2.38,10,4,4.44,4.17,10,0,0.44,0.01,6.78,-0.01,0.14,0.8,0.02,0.03,0.04,0,33436,0.078,17794783,2625211,576466,42569689,-0.1,17358999,39766152,21139085,18851389,17358999,39280270,41545825,38326095,5771461,0,25504271,31996027,847824,1332842,1526661
Danville,-121.9998,37.8216,375,254,309,58,238,337,402,408,408,74,325,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,90.52,22.39,15,10,3.13,10,5,5,5,10,5,0.61,0.17,5.14,0.05,NA,NA,NA,NA,NA,NA,44883,0.063,23270758,4524421,7358019,42619450,0.07,20592356,33808767,18037776,19123045,20592356,26781154,28887619,29542612,NA,NA,NA,NA,NA,NA,NA
Davis,-121.7405,38.5449,70,89,106,51,153,114,12,149,107,45,237,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,55.9,10.06,10.25,8.6,2.88,5.04,3.25,3.06,1.67,9.04,2.05,0.3,0.77,1.72,0.03,0.87,0.65,0.07,0.12,0.37,0.41,68805,0.052,23865757,13867514,118137548,152853819,-0.1,20965241,70044149,25768877,25174327,20965241,63405660,68291887,66721264,132218889,0,264336641,407950575,10554196,18667828,57192161
Del Mar,-117.2653146,32.9594891,140,86,79,58,73,244,226,230,208,74,325,Moderate,MODERATE,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,64.62,9.71,9,10,2.5,8.32,3.7,3.61,2.78,10,5,0.3,0.92,2.8,0,0.46,0.74,0.05,0.08,NA,NA,4304,0.051,7062448,2526255,26100958,28351577,-0.15,6254619,20921387,8733727,8227812,6254619,19092457,20389126,18862045,12923752,0,40096640,54233622,1418750,2253339,NA
Del Rey Oaks,-121.834951,36.5932934,284,182,309,58,410,337,257,388,382,74,1,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,HIGH,79.37,16.58,15,10,4.88,10,3.75,4.72,4.44,10,0,0.42,0.16,14.59,0.19,0.11,0.75,0.01,0.02,0.02,0,1645,0.111,1985014,136066,2339218,14313237,0.83,1912240,4575548,736519,1971942,1912240,3466512,4963401,4647099,1584252,0,5099823,6781617,101571,350875,340535
Delano,-119.247053,35.7688425,318,309,112,58,34,315,116,189,406,74,1,Low,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,MODERATE,LOW,LOW,HIGH,83.86,30,10.33,10,2.25,9.6,3.55,3.33,4.8,10,0,1.54,0.76,40.38,-0.02,0.3,0.71,0.06,NA,0.05,0,53041,0.244,30311149,750685,56258506,74296073,0.08,36273340,23572976,31147794,34618837,36273340,26262035,28372146,25224274,22620720,0,56097847,78914725,4498033,NA,3796930
Desert Hot Springs,-116.5016784,33.961124,320,281,112,58,388,278,194,230,263,74,325,Low,LOW,MODERATE,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,83.9,24.89,10.33,10,4.13,8.96,3.65,3.61,3.33,10,5,0.65,0.76,6.1,0.13,0.38,0.73,0.05,0.06,NA,NA,29611,0.157,11207111,1837471,28076993,36871599,0.15,11658798,17849860,8898679,11297626,11658798,14000195,16570533,17967524,12325390,1736422,35451503,48717503,1705492,2203839,NA
Diamond Bar,-117.8103367,34.0286226,390,309,271,58,109,337,333,316,327,74,251,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,91.57,30,14.41,10,2.75,10,3.95,4.17,3.89,10,2.4,1.02,0.27,6.01,0.02,0.18,0.79,0.03,0.04,0.01,0.48,54880,0.106,27125291,4511644,9197508,34018037,0.02,24688388,24297331,23940147,23083174,24688388,23861585,26258247,24375895,6072351,0,24135105,30698766,1005631,1290652,496116
Dinuba,-119.3870656,36.5432837,124,200,104,19,388,261,194,230,208,26,1,Moderate,LOW,MODERATE,HIGH,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,62.56,17.76,10.08,3.75,4.13,8.72,3.65,3.61,2.78,8.08,0,0.45,0.79,0.75,0.13,0.41,0.73,0.05,0.08,0.49,0,25225,0.159,8349685,11068131,39426136,50168884,1.16,7101966,15929295,1533739,3369500,7101966,15943197,17323412,20257407,20531033,0,61263101,83524534,2726436,4098844,24385241
Dixon,-121.8233,38.4455,264,257,158,58,329,252,194,230,236,74,1,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,77.14,22.76,12.08,10,3.5,8.48,3.65,3.61,3.06,10,0,0.62,0.55,10.4,0.08,0.44,0.73,0.05,0.07,0.07,0,20440,0.091,15668742,1506684,27944613,50423011,0.06,15527910,25034561,13824258,15665778,15527910,19486919,22748189,22234980,22033461,0,62588412,86112806,2496808,3642538,3656060
Downey,-118.1292846,33.9404441,29,62,138,46,153,23,51,19,1,74,271,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,49.04,8.08,11.41,8.15,2.88,0.88,3.4,1.39,0,10,2.85,0.23,0.63,1.63,0.03,1.39,0.68,0.13,0.19,0.04,0.57,109202,0.126,10929873,6701250,96902293,153053197,-0.02,23992526,106404949,25552833,29732445,23992526,88896783,101750328,92440824,196705325,15550475,442343881,652310382,19178983,29427293,5960840
Duarte,-117.9772873,34.1394513,190,123,309,58,109,175,116,354,161,58,224,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,LOW,HIGH,68.95,12.71,15,10,2.75,6.88,3.55,4.44,2.22,9.6,1.8,0.35,0.19,5.11,0.02,0.64,0.71,0.02,0.1,0.3,0.36,21001,0.143,12026372,2354108,4204573,22036108,0.04,6889169,19951843,6507377,7362839,6889169,17406626,15813478,17799606,14091516,0,37513831,52623980,459105,2137221,6669454
Dublin,-121.9358,37.7022,417,309,309,58,302,337,294,388,382,74,325,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,96.39,30,15,10,3.38,10,3.85,4.72,4.44,10,5,2.26,0.02,10.82,0.07,0.12,0.77,0.01,0.02,-0.03,1.24,66936,0.066,188551452,17434248,2455288,126758425,0.16,188698160,83486183,140167275,169274955,188698160,91220858,107273141,102872533,15505908,0,56303067,73326269,1522330,3086037,NA
